Date,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
199511,3.4775,2.8146,3.9041,5.0278,5.6173,2.5948
199512,3.4357,2.2143,1.5095,3.1981,2.3155,-0.9225
199601,2.0925,0.3224,-0.8075,4.1080,2.9950,2.4098
199602,2.4829,2.8259,4.3779,0.9550,0.9632,2.8326
199603,1.1317,2.6754,2.9034,0.7615,1.1551,0.8893
199604,5.8159,4.0777,7.9147,1.4603,0.6232,3.4148
199605,6.7616,4.2348,5.2576,1.2613,2.1478,3.4316
199606,-4.1227,-2.8455,-4.8621,0.6076,0.4521,-1.0516
199607,-8.2959,-5.8673,-11.6243,-4.0515,-4.4948,-6.0884
199608,4.4330,4.7671,6.6357,1.4045,2.5969,4.1516
199609,3.4106,3.0976,4.2181,4.0314,4.8167,7.4782
199610,-0.6883,0.0136,-3.8505,3.0008,2.8760,0.2295
199611,2.8708,3.9771,2.9602,6.6779,7.0814,7.9605
199612,2.1968,2.1781,1.3346,-0.2282,-1.5664,-2.3371
199701,4.6130,2.6462,3.5579,5.1221,5.4894,6.3179
199702,0.0437,-0.4147,-4.6478,0.9163,1.4099,-1.3284
199703,-4.4646,-2.8793,-6.4633,-3.8884,-4.3841,-4.9562
199704,-1.8233,0.4448,-1.8555,3.5301,6.2478,5.6010
199705,10.1108,9.3385,13.5584,5.7632,5.8634,7.8326
199706,4.8933,5.8072,4.9331,4.2993,4.7158,3.3588
199707,4.8127,5.4896,5.4118,6.3366,6.9862,10.8558
199708,3.4911,3.0079,3.6184,-4.3106,-4.9518,-4.1029
199709,7.5376,7.4637,9.2895,5.5230,5.2544,5.6226
199710,-2.7887,-2.4887,-5.6608,-3.1604,-2.6078,-4.3087
199711,-0.9765,0.2906,-3.1972,4.9486,3.9855,3.7052
199712,-0.4813,1.8413,-0.7651,3.6225,2.6704,0.0000
199801,0.2856,-1.2441,-1.2144,-0.1050,0.0319,2.6307
199802,6.2598,7.2051,8.3910,5.3492,7.8343,8.3835
199803,5.4253,3.6364,5.1130,4.0709,5.9687,4.8394
199804,2.3211,1.7978,0.8537,-0.0120,1.2377,2.1851
199805,-4.2257,-3.7798,-6.7247,-1.1026,-1.6213,-3.5375
199806,-0.2941,-0.1311,1.3768,2.0864,3.3365,6.4658
199807,-6.6444,-6.2083,-8.4231,-1.5324,-1.6093,-1.2784
199808,-18.8641,-16.6302,-24.2535,-11.5879,-15.3721,-17.7505
199809,4.0797,4.8707,7.8058,7.2419,4.7534,9.2023
199810,3.5962,3.4140,4.1199,7.1911,8.7741,6.3124
199811,7.8674,5.4270,7.9260,6.3908,5.2053,8.1814
199812,4.2370,3.6404,6.1788,4.1588,6.6040,8.7340
199901,2.7794,-0.4249,4.8196,-0.6878,1.9483,10.1007
199902,-6.7560,-6.4510,-10.0879,-2.3895,-1.3270,-7.2228
199903,-0.1661,-1.1377,1.7373,4.4928,2.9890,4.7273
199904,8.9453,7.9232,10.9928,6.2318,3.7474,2.5139
199905,3.2631,3.6015,-0.4067,-0.8446,-1.6132,-3.5286
199906,6.5363,7.3161,6.5508,2.3636,4.4946,8.1653
199907,1.1509,-0.6903,-2.7178,-2.5638,-2.2209,-5.2316
199908,-2.1109,-2.6251,-5.0344,-2.8410,0.3289,-1.3513
199909,-0.2089,-0.5391,0.0087,-3.2418,-3.1971,-1.4710
199910,1.6740,-1.5409,-1.1354,4.3333,6.2782,8.8778
199911,10.5763,4.8820,10.6116,0.5374,2.7339,4.1913
199912,14.6662,7.6573,14.8890,0.9563,5.5523,12.4688
200001,4.2553,-1.6076,-1.3189,-2.1315,-4.6233,-5.6751
200002,28.2046,14.3130,18.7938,-6.0446,-1.4434,5.6189
200003,-12.0323,-5.0700,-6.6025,11.4633,8.4594,8.4351
200004,-10.2620,-3.2789,-14.1953,-1.8544,-0.2122,-9.1744
200005,-8.4769,-3.5441,-7.3310,-1.9472,-0.8351,-6.0253
200006,15.5378,8.9414,13.5480,-1.0903,1.6701,7.2412
200007,-2.7229,-0.1495,-4.4900,0.9004,-1.0471,-3.2906
200008,9.0054,5.2878,5.7311,8.4423,4.9823,9.2948
200009,-1.6673,-1.7562,-6.1174,-2.2197,-0.2813,-8.8416
200010,-5.2181,-1.0838,-7.8242,0.2518,0.8431,-4.5661
200011,-10.5166,-3.9782,-13.5455,-2.3107,-4.4202,-15.9831
200012,6.3561,7.4050,4.6264,5.2125,4.3698,-2.6967
200101,7.2360,5.8643,11.8887,1.1981,0.6950,6.9557
200102,-4.8697,-1.7557,-8.4645,-2.4931,-3.9575,-16.9249
200103,-4.0333,-0.9734,-6.1628,-4.2927,-5.2810,-9.6017
200104,6.7546,5.8979,8.4585,6.7517,5.7651,11.4322
200105,5.9210,4.1113,4.8201,2.0176,1.8128,-0.7848
200106,3.8577,5.2133,5.3536,-2.3218,-2.9660,-0.4816
200107,-3.9093,-1.1422,-8.5751,-1.8382,0.2738,-2.9802
200108,-1.3041,-1.0991,-6.9959,-2.2306,-3.4475,-9.5954
200109,-14.4870,-10.8406,-18.1686,-7.8061,-6.1406,-10.8271
200110,5.6333,3.5801,10.6224,0.3589,1.1137,4.0855
200111,7.5886,6.3214,10.0877,8.2654,6.2123,9.1253
200112,5.6420,6.1642,7.7535,2.1279,1.9099,0.5779
200201,0.9036,1.7457,-3.2616,0.1038,-1.3553,-1.3973
200202,-0.8414,-0.8307,-6.4981,-0.2987,0.5271,-4.8383
200203,9.2122,8.4243,8.5585,5.4877,2.8391,4.8206
200204,2.2237,4.3578,-2.2664,-2.2425,-3.6959,-8.4474
200205,-3.4528,-2.5380,-5.9633,0.5682,-0.4717,-1.9800
200206,-3.8821,-1.8187,-6.6168,-5.1237,-7.5755,-7.7167
200207,-17.0922,-12.0475,-15.8232,-8.1053,-7.2624,-7.1749
200208,-0.7364,0.2418,0.2455,-1.1058,1.7245,0.7151
200209,-9.4423,-6.3052,-7.3679,-12.4607,-9.8467,-9.9608
200210,4.8379,2.7460,4.5901,9.8159,7.3353,8.6044
200211,13.8684,6.9109,10.1668,10.3251,5.5790,3.7059
200212,-7.7404,-3.9512,-6.1058,-7.6416,-4.5567,-5.7021
200301,-2.0905,-1.8862,-2.2908,-1.9211,-2.6628,-3.1095
200302,-3.4067,-2.9916,-2.7195,-1.9848,-2.2278,-1.3112
200303,1.5885,1.6116,0.7626,-0.1958,0.6168,2.2445
200304,11.2790,9.7410,9.7133,8.8121,7.2939,8.4238
200305,14.5610,9.1244,12.2515,8.4854,5.4923,4.6551
200306,2.9742,2.7849,2.8822,0.5947,1.5463,1.4944
200307,8.6651,5.7089,5.9693,2.3252,1.9549,1.9717
200308,5.7706,4.1276,5.1647,4.5695,2.4402,0.8812
200309,0.3385,-1.0354,-2.3197,-2.4015,-1.2602,-0.5708
200310,9.6407,8.2858,8.7370,7.8400,5.6568,5.4369
200311,4.4286,3.7430,3.0598,2.5644,1.2943,0.5696
200312,2.3691,2.5896,1.7823,5.7103,4.3409,4.5960
200401,9.0066,3.2621,2.9551,3.0301,1.2135,2.4312
200402,-0.8976,1.3459,1.2897,1.2509,1.7099,1.4070
200403,-0.3147,0.5865,1.2913,-1.8819,-1.1872,-1.5256
200404,-6.7028,-3.3397,-2.7045,-2.4117,-1.7327,-0.7560
200405,0.6240,1.4932,0.9836,1.9924,0.7735,1.6133
200406,3.6714,4.4655,4.4036,1.8638,1.5308,1.7564
200407,-8.9618,-5.0169,-6.9737,-4.8454,-3.2487,-3.4794
200408,-1.6519,-0.7793,-0.7568,-1.0038,0.3087,0.8037
200409,3.9595,4.4472,5.9593,0.2204,1.5324,1.6562
200410,1.1486,2.3151,1.9496,2.4519,1.6142,0.8393
200411,8.9843,8.2559,8.6608,3.9093,4.1167,4.5978
200412,4.6686,2.7010,3.5445,3.1900,3.7236,3.5388
200501,-4.8459,-3.3463,-3.3193,-3.9485,-1.6970,-2.6581
200502,1.8670,1.7724,1.6221,1.5928,2.1963,2.2644
200503,-3.1059,-1.8445,-3.7224,-0.3021,-1.3201,-2.3748
200504,-7.2372,-5.1546,-5.9504,-1.9923,-2.2765,-1.5752
200505,6.9545,6.2387,6.3673,3.9567,3.1189,3.9936
200506,3.7527,3.0910,4.5172,0.2442,0.2972,0.5256
200507,6.4091,6.2024,7.1782,3.0396,4.2629,3.8397
200508,-0.9297,-1.3123,-1.8917,-0.9658,-0.8280,-0.7586
200509,0.7658,0.1687,0.7946,0.3910,0.3564,1.5780
200510,-3.6670,-2.4319,-3.4125,-2.8295,-1.8421,-0.5561
200511,4.6056,4.2444,5.2314,3.5769,2.8042,5.1291
200512,0.2682,-0.1941,-0.4534,-0.1051,0.0454,0.2145
200601,8.6950,7.8059,9.7919,2.9115,2.8030,2.5074
200602,1.1846,-0.6842,-1.1446,0.9759,0.4322,-0.6538
200603,4.6238,4.7861,4.9457,1.3131,1.1464,1.8782
200604,0.2235,0.4356,0.6042,1.2693,1.1034,1.1517
200605,-5.7941,-4.3733,-6.4340,-2.0247,-1.4112,-4.4481
200606,-0.5671,-0.0945,-0.1065,0.4327,-0.1361,0.2342
200607,-3.4503,-2.3757,-4.9817,-0.4978,0.8896,-0.6452
200608,3.3295,2.7815,2.5179,4.2061,2.2969,0.7466
200609,1.0156,1.3343,0.4905,3.1128,1.7030,2.7157
200610,6.2030,4.5726,5.9006,3.4116,3.5866,3.0668
200611,2.8642,2.4141,2.7796,1.3452,1.8977,3.0245
200612,1.0010,1.3579,0.0331,2.3567,1.7395,-0.4436
200701,3.1079,1.1714,1.5470,1.4610,1.8327,2.2192
200702,-0.1158,-0.5308,-0.1841,-2.5364,-1.5848,-1.1405
200703,1.5122,1.1527,1.0800,0.3816,0.9245,2.1576
200704,2.4925,1.5916,2.4781,5.3061,4.2392,3.2933
200705,3.3248,3.7763,4.4500,3.0015,3.3916,4.3960
200706,-1.1832,-0.3815,-1.5552,-1.4096,-2.2163,-1.1619
200707,-7.1406,-6.4904,-5.3823,-3.5604,-2.5950,-3.0041
200708,0.1684,1.7887,1.2222,1.5914,1.0678,1.6849
200709,-0.1589,0.0589,3.1132,2.0474,4.1134,4.6590
200710,1.9253,1.3827,2.7499,2.7128,1.9072,1.7662
200711,-8.2051,-6.5375,-7.3226,-4.4947,-3.3455,-4.6521
200712,-0.8055,-0.8386,-0.0106,-1.2242,-0.9271,0.1113
200801,-5.4036,-5.1483,-8.7822,-5.9305,-5.1695,-6.6817
200802,-4.7091,-3.3738,-3.3406,-3.9480,-1.8554,-3.3777
200803,0.1483,0.7577,-1.3912,-1.3755,-0.1961,-0.7783
200804,3.0204,3.1225,4.1775,2.6578,4.2682,6.6220
200805,4.5426,4.4533,5.4142,2.9046,1.0171,1.7545
200806,-7.9068,-9.6226,-6.3320,-8.2797,-8.2637,-8.4844
200807,4.5658,4.6992,1.5829,-0.9683,-1.8037,0.0351
200808,3.6660,4.9165,4.6139,2.8760,1.3356,0.6009
200809,-8.1440,-6.1733,-10.9123,-8.9147,-9.0066,-9.5529
200810,-21.2369,-18.6101,-21.9539,-15.5893,-16.3805,-17.6333
200811,-12.8295,-11.0987,-13.2967,-5.9461,-5.0672,-10.2512
200812,3.3761,4.2587,6.6264,1.5909,1.6131,1.3824
200901,-10.6790,-11.7268,-10.0855,-8.5255,-8.1483,-6.7976
200902,-12.2344,-11.3202,-11.8698,-9.3197,-11.4167,-8.4407
200903,10.0294,9.8173,10.4488,7.3484,7.7340,10.9368
200904,19.7736,15.3704,16.9460,9.0195,8.2185,10.8460
200905,2.7299,1.8307,4.9459,5.0561,3.9107,6.8141
200906,1.7480,2.2236,3.6149,1.4275,-0.4603,0.3051
200907,13.1345,9.9615,8.1408,8.3314,7.4342,7.1572
200908,7.9133,3.2643,2.3078,4.1490,2.8693,3.1637
200909,8.4618,5.0982,6.2520,3.2658,3.5000,4.8049
200910,-9.5829,-6.3529,-6.9576,-1.9124,-2.1513,-1.5837
200911,2.9480,2.7241,2.6669,5.1476,6.5117,5.4235
200912,9.9147,8.1322,7.3906,1.1493,1.8245,3.8509
201001,-2.5172,-3.3522,-3.3054,-4.5957,-1.7582,-4.8252
201002,6.4576,4.7044,4.0042,3.7980,2.9308,3.4171
201003,9.8393,7.9766,6.9587,6.9259,5.3753,6.3311
201004,8.0568,6.4176,5.0716,2.2582,0.9582,1.7452
201005,-9.7460,-6.7912,-7.6322,-7.2596,-7.2514,-8.9024
201006,-9.7395,-8.2881,-6.7550,-6.8421,-3.3829,-6.6700
201007,7.9648,8.0129,4.8776,7.1966,7.6318,6.2349
201008,-8.8064,-6.8375,-7.8287,-5.7512,-5.0663,-3.5244
201009,14.5430,11.7962,12.3242,8.3389,8.9540,9.8070
201010,4.1079,3.3865,4.9127,3.6099,4.1849,3.5736
201011,4.8412,4.0557,2.5017,0.6841,1.0822,-0.5473
201012,10.3241,8.2092,6.9649,8.6363,6.8780,5.6581
201101,0.9028,-0.7888,-0.0013,2.2621,3.0010,1.5416
201102,6.4997,5.0862,4.6614,3.2564,3.4712,3.4067
201103,2.5727,2.9059,2.6929,0.1116,0.5790,0.1313
201104,1.6710,2.0150,3.3645,2.9465,3.1639,2.9751
201105,-3.1778,-1.9624,-1.5118,-1.8358,-1.4522,-0.6384
201106,-2.9410,-0.9712,-1.5859,-2.9863,-1.4238,-1.5089
201107,-3.9886,-3.6827,-4.0086,-4.0774,-2.8759,-0.6011
201108,-10.6703,-8.0019,-9.3914,-5.0073,-5.7436,-5.7592
201109,-12.0938,-10.5022,-11.0381,-5.8203,-7.9540,-7.1851
201110,14.8573,15.4275,14.1997,9.2816,11.5539,11.3903
201111,-0.0665,-0.0837,-2.1151,0.3143,0.0131,-0.5157
201112,1.3591,0.4542,-0.2945,2.7420,1.1751,-0.5493
201201,7.5612,6.0050,7.6202,2.8962,4.8618,5.8054
201202,3.6800,2.9396,2.4947,4.0260,3.8667,5.3654
201203,3.3940,2.6433,2.3825,3.3021,3.2311,2.9226
201204,-1.1988,-1.4181,-1.6597,0.2071,-1.2788,-0.6487
201205,-6.3211,-5.6762,-7.3371,-3.6649,-5.9492,-7.3758
201206,5.6054,3.8872,5.4973,4.3619,3.7304,3.5787
201207,-2.4674,-0.9685,-2.4133,1.1130,0.9808,1.0414
201208,3.4431,2.7977,3.6377,2.5409,1.4518,4.0744
201209,3.8748,3.8896,3.1193,3.9797,2.8294,1.6130
201210,-1.8623,-1.1169,-3.0914,-0.1573,-0.7899,-3.9741
201211,1.9893,0.8492,0.3690,1.1218,0.3539,1.1231
201212,3.6552,3.4630,3.1798,1.7953,0.9102,0.6617
201301,6.8588,5.6101,6.3626,6.6384,5.9413,4.1004
201302,1.0160,1.6586,0.9264,1.7154,1.6182,0.5839
201303,5.0818,4.9418,4.5170,4.8743,4.4544,2.6181
201304,-0.1059,-0.2144,-0.9595,1.7631,1.6477,1.7581
201305,5.3150,4.6158,5.9558,2.3152,2.1815,3.5830
201306,-0.1482,0.4146,0.4188,-1.6797,-0.7741,-2.1326
201307,8.8692,7.0159,6.5771,4.9139,5.3707,6.0759
201308,-3.6842,-3.4787,-1.6849,-3.1136,-3.9067,-0.7823
201309,5.7962,5.6844,6.9718,2.8828,3.2972,4.3520
201310,2.7870,3.3075,1.4554,4.9541,3.9072,4.5067
201311,4.7456,4.5594,4.1031,2.7450,2.9536,3.2609
201312,2.8131,1.8188,2.5827,2.8484,2.4204,2.9194
201401,-2.5734,-3.5040,-1.8366,-4.8268,-3.3337,-2.4910
201402,4.7840,3.9771,5.3003,4.5592,4.4117,5.1197
201403,-0.5229,0.9822,-1.9583,0.9849,2.0801,-1.4220
201404,-4.4937,-3.0478,-4.5259,1.3333,0.4501,-0.4898
201405,0.1466,1.2042,-0.3293,1.1674,1.7115,3.5662
201406,5.5689,4.0141,7.2090,1.2068,1.8835,3.3910
201407,-4.6057,-5.7915,-7.4545,-2.4039,-1.9249,-0.5727
201408,4.5209,4.2874,4.9720,3.9992,3.8570,4.9288
201409,-6.3693,-5.0896,-5.0822,-1.5379,-1.7236,-1.6353
201410,5.2208,6.5189,5.4825,2.7674,2.1384,2.0898
201411,0.1793,0.6136,0.1310,3.3778,2.1923,3.1450
201412,2.3060,2.9066,3.0545,0.5976,0.2622,-1.9536
201501,-4.5567,-4.5168,-3.8388,-4.0327,-3.3926,-1.4648
201502,5.9938,5.5815,8.0638,6.0224,5.3189,7.4589
201503,1.1422,1.6627,2.1573,-1.4812,-1.4441,-1.2541
201504,-2.5137,-2.0503,-1.9658,0.7300,0.6253,1.4195
201505,1.6744,1.5625,3.4991,1.4275,1.2119,1.2584
201506,-0.1065,0.7402,2.2501,-2.2022,-1.7443,-1.4693
201507,-4.9415,-2.3805,-1.9429,1.1941,1.8147,3.0810
201508,-4.8681,-5.0070,-7.3963,-5.8972,-6.1358,-5.9531
201509,-8.6016,-3.2540,-6.7991,-2.8073,-2.3896,-3.4395
201510,6.4852,6.2068,5.1306,9.2481,6.4070,9.3765
201511,3.2468,3.8619,4.4396,0.2333,0.0920,1.1513
201512,-5.8511,-4.9451,-5.1223,-1.7874,-1.6789,-2.7660
201601,-9.1750,-7.3767,-12.0354,-4.5846,-4.9200,-7.8295
201602,0.8609,0.5425,-0.1046,0.6345,0.6969,-2.2885
201603,8.7512,7.4379,8.1452,7.1126,6.3367,7.6972
201604,3.2331,1.8118,2.4862,1.2710,1.5700,-1.5172
201605,0.0487,1.7182,1.6117,0.6002,1.3599,4.1163
201606,-0.9864,0.4600,-0.1792,1.5892,0.2951,-3.0083
201607,6.3781,5.3413,6.8434,3.3293,2.9742,5.1850
201608,2.5935,1.7718,2.8646,-0.1100,0.5755,0.3482
201609,2.9912,1.4754,2.0351,0.2150,-0.6239,1.1088
201610,-6.6180,-3.6179,-6.6911,-1.6729,-1.4077,-2.1007
201611,14.1132,12.7730,10.7928,6.0477,5.4731,1.9560
201612,0.8835,3.5832,2.1746,1.6957,2.4413,1.0486
201701,1.6734,-0.6494,0.8075,1.0382,1.1003,4.0285
201702,-0.6875,1.3743,2.4809,3.4584,3.8914,3.8932
201703,0.2713,0.6926,0.5341,-0.4999,-0.2772,1.1442
201704,0.1147,1.7872,1.1880,0.0821,0.7921,2.2033
201705,-2.6817,-2.1646,-2.0431,-0.3073,1.3335,2.3836
201706,3.2966,2.6595,4.9865,1.5807,0.9130,-0.1892
201707,0.8187,0.0899,0.7952,2.5889,1.0501,2.9127
201708,-2.7104,-1.4529,-1.1471,-1.1033,-0.5819,2.0846
201709,8.3490,6.8503,7.6721,3.3600,3.2268,0.7697
201710,-1.0324,0.5040,1.0525,0.5135,1.1639,4.7165
201711,1.6723,3.2489,3.3426,3.7494,4.0875,2.2808
201712,2.0279,-0.7359,-0.1788,1.9846,1.4825,0.6153
201801,3.4181,1.9172,2.8488,4.9810,4.6464,7.6461
201802,-3.6924,-3.7235,-3.3503,-6.1298,-4.2258,-1.7469
201803,0.4533,1.0647,1.6053,-1.5159,-2.3653,-2.8346
201804,2.5416,1.3735,1.3715,1.7454,-0.2775,0.4440
201805,7.9487,5.9073,6.9362,0.6140,1.0288,4.6000
201806,1.0763,1.1528,1.0383,0.8991,0.4665,0.5346
201807,1.2928,2.2426,0.9518,3.7272,3.6064,3.4565
201808,3.8423,4.1053,4.0517,1.4219,1.8237,6.3464
201809,-1.6092,-1.9388,-2.8647,1.3592,0.3869,-0.1136
201810,-10.3122,-10.2305,-13.2709,-4.6768,-6.3158,-8.9187
201811,0.5061,1.6613,1.3167,2.3113,2.9011,0.7013
201812,-12.6920,-11.4289,-12.5076,-8.6503,-9.3608,-9.3108
201901,11.5497,9.9015,12.2840,6.5793,8.3905,9.1409
201902,3.6072,4.2974,6.9435,3.3383,3.9955,3.0844
201903,-1.6654,-3.4263,-2.3347,0.7193,0.2007,3.1879
201904,1.3580,4.4815,2.8649,2.1623,4.4233,5.0208
201905,-8.1111,-7.5194,-8.9138,-4.8532,-6.3726,-7.5628
201906,7.0256,7.3785,7.5677,7.0097,6.8286,7.3042
201907,-0.0955,1.0073,-1.1537,1.7574,0.9931,2.0806
201908,-6.5433,-5.7784,-5.1872,-2.3066,-1.9232,-2.4287
201909,3.3710,3.7057,0.3466,3.0945,2.4227,-0.6504
201910,1.3995,2.4242,3.0520,2.1535,2.1040,2.5563
201911,4.1165,3.7488,5.3917,3.7744,3.4344,4.7826
201912,4.3732,3.2999,4.2030,4.1183,2.6644,1.9132
202001,-4.8789,-5.6608,-3.0147,-0.6414,-0.3266,1.8817
202002,-9.3268,-9.3398,-6.7394,-8.9908,-8.6770,-6.5246
202003,-21.6638,-22.4440,-22.6469,-10.9424,-14.1029,-12.3449
202004,17.4111,13.4072,16.5209,12.7541,12.1856,15.6935
202005,5.9489,4.0634,9.7311,4.2825,4.8396,6.8148
202006,5.4472,2.4375,4.2638,2.8464,1.3205,2.9376
202007,4.1747,1.6316,1.6686,7.4166,3.4250,7.9864
202008,4.8297,4.8797,7.4906,8.8656,5.5561,9.2163
202009,-4.8233,-4.6946,-1.7477,-4.9536,-2.4669,-4.1610
202010,2.0398,4.8165,1.5306,-3.3067,-2.3881,-1.6542
202011,23.4492,16.5691,20.5636,11.6771,11.9088,12.0034
202012,9.4594,8.9260,10.7012,5.6343,3.5552,4.5092
202101,13.1871,3.2143,5.4577,1.4344,-1.4105,-0.7774
202102,5.9609,11.2722,7.2064,-0.2918,4.4118,2.4391
202103,3.3281,4.4482,-0.0873,4.9341,5.0727,1.3029
202104,0.0515,2.8086,2.1589,3.7328,4.4517,7.0589
202105,3.9563,2.9791,-0.7244,0.2464,1.6444,-1.0865
202106,2.5426,-1.4268,3.3001,2.8629,1.0687,3.9685
202107,-5.5864,-1.9087,-4.5349,1.4141,2.1246,1.5350
202108,1.1142,2.2393,2.4412,1.9855,2.0753,4.0968
202109,-0.6470,-3.1642,-3.9069,-3.8901,-4.4693,-4.6304
202110,3.4945,4.0605,2.6529,4.4489,6.1117,8.3621
202111,-5.1394,-2.1940,-5.1993,1.8985,-2.5270,-1.4476
202112,2.5282,5.9678,0.3242,6.5397,6.2133,0.1556
202201,-5.3230,-6.4279,-11.6690,-0.5637,-3.5177,-9.6704
202202,4.0566,0.4416,-0.3862,-2.0574,-1.3317,-3.6782
202203,3.6264,0.7232,-0.5113,4.9054,3.3147,2.6256
202204,-7.5389,-7.8800,-11.8201,-5.9729,-6.1523,-13.5389
202205,2.2265,2.6460,-2.7880,1.3673,0.1951,-1.5132
202206,-11.7150,-7.2922,-4.7536,-9.9578,-7.8740,-7.7634
202207,9.9763,8.6110,13.5224,5.0083,8.7784,15.1531
202208,-1.0713,-2.1343,-0.7947,-2.1491,-3.6317,-5.0734
202209,-10.9917,-9.3477,-9.4473,-8.9997,-9.1183,-8.9996
202210,11.6660,11.9344,8.1956,12.8624,8.4024,3.4661
202211,3.1342,3.4630,-0.2876,6.1486,5.7190,3.2623
202212,-4.5272,-5.8355,-7.4617,-3.4705,-5.6638,-9.1025
202301,12.1496,8.8508,12.4958,3.2040,5.9884,11.7254
202302,-3.5231,-0.5567,-1.9337,-2.9092,-2.3161,-1.4744
202303,-5.7362,-5.0423,-4.5838,-0.0136,4.6107,3.0432
202304,-0.0987,-3.4232,-2.1803,1.2940,2.6053,-2.3242
202305,-2.5927,-1.8679,2.1393,-4.0950,0.4114,5.3314
202306,6.8748,8.2353,7.7136,6.2344,6.3345,8.4709
202307,7.6693,6.7645,6.6346,3.7975,3.3293,3.5169
202308,-9.0954,-4.9043,-4.5885,-2.1867,-1.3566,-1.8769
202309,-7.7781,-5.2836,-5.9295,-4.3945,-4.8808,-4.6937
202310,-8.1397,-4.5117,-7.9493,-3.1363,-2.5755,-1.9443
202311,10.9882,8.2112,9.0105,7.3514,8.5039,11.4886
202312,15.4138,10.7253,14.4007,6.4662,4.2094,4.8932
202401,-4.5496,-4.9303,-4.4147,1.1965,0.4759,2.9979
202402,6.2120,2.5425,5.3055,4.1557,2.9356,9.3968
202403,2.9709,2.5742,2.3451,4.7430,2.8657,3.0796
202404,-8.1587,-5.7139,-7.0301,-4.8729,-2.5900,-5.3724
202405,3.6508,4.8095,5.9705,3.3744,3.7276,6.7511
202406,-2.2208,-1.4487,-1.5352,2.6690,1.8786,5.5843
202407,9.9203,10.5876,9.9427,0.1957,3.9033,-0.3856
202408,-1.0274,-1.4810,-1.9987,2.5566,2.5381,1.8910
202409,1.0725,0.6075,0.9558,1.9595,1.7280,2.6638
202410,-2.0051,-0.4103,-0.0349,2.5637,-1.1935,-1.3687
202411,10.8741,11.4281,12.5202,5.1095,6.3598,7.5566
202412,-7.2422,-7.2085,-7.9892,-5.0141,-2.3445,-1.8472
202501,1.7354,3.7088,1.9475,-0.8446,2.3951,5.4234
202502,-7.5498,-4.8337,-6.3313,2.3973,-0.1113,-4.9428
202503,-8.4596,-5.9215,-7.9287,-7.0349,-4.7782,-6.6161
202504,-3.5902,-3.0363,-1.2465,-1.8052,-1.7205,1.1857
202505,6.1089,5.2811,4.8341,10.9157,3.6060,7.1767
202506,6.0263,4.5892,6.0795,7.8639,4.2238,4.9280
202507,1.3561,0.8005,2.5791,0.7810,0.7853,3.6934
202508,8.5853,8.3044,6.2903,2.6250,3.8141,0.7582
202509,1.7515,-0.1649,2.8426,1.2317,3.4018,4.5736
202510,0.1526,-1.1594,3.7978,-1.0086,1.7138,3.4062
202511,0.8422,2.7159,2.3242,1.9683,1.1892,-0.8788
202512,-0.3110,1.3517,0.1572,0.8909,0.2073,-0.3108


,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
